course_index,course_title
1635,Learn to Create a Mandala with Adobe Illustrator
1636,15  Motion Graphic Elements in After Effect (Series 2)
1637,Fantasy map design
1638,Creating 2D Game Assets
1639,create 9 professional logo design full version
1640,Stencil - Simple Graphic Design For Entrepreneurs
1641,Learn Adobe InDesign from Scratch
1642,Getting the Life of an Instructional Designer
1643,Drawing for All Levels: How to Design Cartoon Women
1644,Photoshop Tools 101
1645,How to create gif animation in photoshop
1646,How to Color Comic Books... with a Mouse
1647,Bestseller! Learn Photoshop in 1 Hour (No Experience Needed)
1648,How To Design A Fortune 500 Logo in Illustrator
1649,Canva : Graphic Design Theory Volume2
1650,Canva : Book Cover Design
1651,The Complete Figure Drawing Course HD
1652,Mastering Logo Design - 20 Projects step-by-step
1653,Graphic Design: Create Animated GIF Ad Banners in Photoshop
1654,Learn Inkscape : Design Logos and Game Arts
1655,Typography: Learn the Basics to Build a Solid Foundation
1656,Master Manga Studio 5: Bonus Drawing and Painting
1657,Learn Adobe Photoshop from scratch to professional
1658,7 Secrets To Designing In Black and White
1659,Photoshop CS 6 ile Fotoğraf İşlemenin Temelleri
1660,誰でもわかる Adobe Illustrator CS6
1661,Devenez le king de l'illustration automobile
1662,Corel Draw X7 Eğitimi (Temelden İleri Seviyeye)
1663,调色中级课程
1664,Drawing and paint  hot girl with photoshop
1665,Photoshop CC Eğitim Seti (YENİ)
1666,مدخل في أساسيات الفوطوشوب للمبتدئين فقط
1667,Creación de iconos con Illustrator
1668,Adobe Illustrator Course in Urdu Basics Level Training
1669,GraphicDesign Studio
1670,Aula de Photoshop - Aprenda como recortar imagens
1671,Make your own great designs in PowerPoint: Quick & Easy
1672,Create Kindle eBook Covers with PowerPoint
1673,Magazine Design: Start your own magazine in less than 24hrs
1674,Essential Skills for Designers - Adobe Bridge
1675,Learn to code in Python and learn Adobe Photoshop today!
1676,How to draw Caricatures
1677,Essential Skills for Designers - Working with Type
1678,Affinity Designer for beginners
1679,How to Create Top Ranking Mobile App Icons - iOS Edition
1680,Canva - Making Design Simple
1681,Ribbon Lettering: From Sketch to Wordmark
1682,How to Make a Custom Graphic 
1683,Create Flat Designs with Inkscape 
1684,:::Beginners Guide To Creating Amazing Images with Canva:::
1685,Learn To Draw - The COMIC BOOK STYLE
1686,Adobe Illustrator Vectors For Hand Letterers
1687,How To Create Amazing YouTube Custom Thumbnail Images
1688,Graphic Design Bootcamp: Professional Workflow & Layout Tips
1689,Promotional Design Master Class
1690,Introduction to GIMP 2.8: Tutorials for Beginners
1691,48 Logo Designs and Techniques
1692,Photoshop JumpStart
1693,How To Sell Practically Anything: Professional Design Mockup
1694,"Learn Calligraphy, Handwriting animation wz After Effects"
1695,LaTeX A-Z: from beginner to advance in less than 3 hour
1696,Course Bundle | Exploring Art : Silhouette & Linear Line Art
1697,How To Build Your Own Web Banner Design Business
1698,Canva: Design and Sell Your Own Professional Canva Designs
1699,How to Design a Logo in Adobe Illustrator
1700,Illustrator CC: Design and drawing from scratch to expert!
1701,Logo design: How To Design an Awesome Logo in Illustrator
1702,Photoshop: Real World Hands-on Freelance Mastery
1703,Graphic Design: Beginner's Graphic Design Guide to Photoshop
1704,Most Wanted Flat Design Techniques
1705,3DS MAX - Learn 3Ds MAX tutorial for Beginners in Urdu Hindi
1706,Design your own Social Media Logo Icons in Adobe Illustrator
1707,Mashup - Transform a scanned sketch into a digital painting
1708,Motion Graphic With After Effect From Scratch in 5 Hours
1709,Introduction to Photoshop CC: Tutorials for Beginners
1710,Making Killer Images in Photoshop that WOW Clients!
1711,Simple Photoshop CC: Smart Objects
1712,Learn Photo Manipulation - Build 3 projects
1713,Zombie Apocalypse Photoshop Actions
1714,Creative Perspective Illustration with GIMP
1715,iPhone icons in iOS7 - learn flat design
1716,How to draw professional manga artwork by Punix
1717,How do I Create a Stylized Graphics from Images in Photoshop
1718,Advance Design of Logos and Brand Identity   
1719,Como utilizar o Corel Draw por completo!
1720,Photoshop　中級者、上級者がプロになるために最後に学ぶ「超絶技巧」テクニック
1721,Corel Draw X7: Mão na Massa
1722,Dibujo digital básico: cómo ilustrar en Photoshop
1723,Adobe Illustrator CS6 باللغة العربية
1724,Creare un logo con Adobe Illustrator
1725,Mestres do Photoshop
1726,illustrator CC 2015.3 - Curso básico de ferramentas
1727,Plantillas Powerpoint para Publicar en Mercadolibre y Ebay
1728,Crie seu Cartão de Visita no CorelDRAW X8
1729,Curso de Maya 3D
1730,Photoshop: Organización de eventos y decoración de fiestas
1731,Podcast Cover Art | Design Like the Best
1732,Learn Drawing and Painting a Landscape with Oil Colours
1733,Enhance your chroma key with an animated Slides background
1734,The Complete Motion Graphic Course
1735,Making Corporate Flyers in Photoshop
1736,Rock-Solid Brands
1737,Typographic Poster Design - From Sketch to Vector
1738,"Make Money With Photoshop: Logos, Business Cards & Brochures"
1739,Photoshop the Art of Clipart
1740,Adobe Illustrator Creative Cloud:  Mastering the Upgrades
1741,Illustrator 101: Learn Quickly and Easily to create Artwork
1742,Design Your Own Fonts. Plus A Bunch Of Typography Secrets.
1743,Easy Steps To Become A Photoshop Expert
1744,Intro to Adobe Illustrator
1745,Beginners Guide: Photoshop Poster/Artwork
1746,Basic Graphic Design for PowerPoint
1747,Master Graphic Design Using Photoshop with Rachael
1748,Adobe Illustrator CC - Print Design for Beginners
1749,Adobe Illustrator | Master in 3D
1750,From Drawing to Illustration
1751,Adobe Suite : Unleash your creativity & benefit from it !
1752,Become a Logo Designer: Guide to Complimentary Logo Software
1753,DIY Beautiful Social Graphics That Don't Require Photoshop
1754,Design while you learn InDesign CC
1755,R Graph Essentials
1756,Car Sketching with Simple Analog Tools
1757,Drawing Anime & Manga Style
1758,Inkscape 101 for Beginners - Design Vector Graphics
1759,"How to Fix Common Branding Mistakes, for Graphic Designers"
1760,AutoCAD Course - Learn Online AutoCAD in Urdu Hindi
1761,Mind-Blowing Photoshop: Master Skills Season 1
1762,Architectural Drawing For Creatives
1763,Adobe Photoshop (Complete Beginner)
1764,Character Design
1765,Icon Design Masterclass: Learn Icon Design Principles
1766,create stunning Photoshop compositions in minutes
1767,Marvelous Logo Design
1768,Canva Complete Course For Graphics Design | 20 Projects
1769,The Complete Video Production Guide - Learn Top Video Tools
1770,Drawing With Confidence
1771,Add realistic car paint to your pencil drawing in Photoshop!
1772,T-Shirt Sales - Merch By Amazon Profit Formula With Canva
1773,Learn print production from start to finish
1774,Step by Step Gif animation in Photoshop
1775,Adobe - Create a professional logo step-by-step (Farming)
1776,Adobe Illustrator CC Advanced
1777,Mastering Realistic Real Life Drawing with Pencil
1778,Silhouettes that Sells
1779,FullPage: The Complete Guide to Flat Websites
1780,How to design professional PowerPoint business presentation
1781,Pic Monkey for Beginners - Graphic Design and Photo Editing
1782,Corel Painter 2016
1783,eBook Cover Design
1784,"Photoshop tips and tricks, how to change clothes"
1785,How to make Better Compositions: Take your art to new height
1786,Adobe Photoshop CC | The Essential Guide
1787,Learn to Composite a 2D Action Shot in Photoshop
1788,Infographic Design: How To Create Your Own Infographic
1789,Autodesk Inventor 2016 : Complete Guide 
1790,Amazing Graphic Design for Beginners
1791,"7 Ways A Beginner Guitarist Can Sound Better, Instantly!"
1792,Instant Harmonica - Christmas. Play Jingle Bells Part 1 now
1793,Playing Piano:  Popular Pieces Vol. II
1794,Ninja Chord Changes - Master your guitar chord changes
1795,Your First 10 Guitar Lessons - Learn how to play guitar
1796,Pentatonic Scale Crash Course for Bass Guitar
1797,Modal Theory for Guitar (Guitar Lessons from Lutz Academy)
1798,Learn Fun Dreamy Piano Techniques #1 -  Play White Christmas
1799,Learn Jazz Piano Today
1800,Learn To Play The Drums Without A Drum Kit
1801,Learn Travis Picking From Scratch
1802,Instant Harmonica - how to get single notes in 5 easy steps
1803,Piano Runs & Fills #3:  Jazzy Chromatic Chord Song Endings
1804,Teaching Music : Start teaching an instrument successfully.
1805,Strumming from scratch - Rhythm guitar lesson for Beginners
1806,Blues Guitar Lessons - From Texas To Carolina
1807,Instant Harmonica - play the groovy Beatles Yesterday today!
1808,Beginner Guitar Quick-Start Course
1809,Mike G's Beginner Drum Course: Part 1
1810,Guitar for Beginners - Learn the Basics
1811,How To Play The Djembe: For Beginners
1812,Blues Guitar Lessons - Volume 1 - Blues Shuffle Essentials
1813,Beginner Guitar - 38 Easy Lessons You Needs to Get Started
1814,Bass Guitar Lessons For Beginners
1815,Pure Pentatonic Power: Rock and Blues Guitar Soloing
1816,Rock Drumset Grooves: Level 1
1817,Guitar: The Next Level
1818,Learn to Play Euphonium: Beginner to Pro in Under Five Hours
1819,Learn Oud 1 (No Prior Music Knowledge Required!)
1820,Instant Harmonica - play Dylan's Blowing in the Wind today!
1821,Improvise On The Piano In 30 Minutes
1822,Cajon Step-by-Step: Beginner > Intermediate > Advanced
1823,Blues Guitar Lessons - Volume 2 - Slow Blues Essentials
1824,Instant Harmonica - play the gorgeous Skye Boat Song now!
1825,Learn to Play Trombone: Go From Beginner to Pro in No Time!
1826,FingerstyleGuitar by Jacques Stotzem - Basic Level
1827,Instant Harmonica - play two Star Wars themes in 30 minutes 
1828,Play Piano To-day! - Beginner Piano Lessons For Busy People!
1829,Learn to Play the Flute: Beginner to Pro in Under Five Hours
1830,Play Piano 7: Improvise on For All We Know in F Key by Ear
1831,World's Fastest Piano Method - The Piano Revolution!
1832,Learn to Play the Trumpet: Beginner to Pro Made the Easy Way
1833,Learn to Play Clarinet: Beginner to Pro in Under Five Hours
1834,"Learn To Play The Piano Using Pop, R&B and Gospel Chords"
1835,Play By Ear #4: Play Song By Ear with 3 Chords Using Any Key
1836,Worship Piano: From Beginner to Pro
1837,Easy to play Christmas Songs for Guitar
1838,Ultimate Blues Guitar Beginner Lessons
1839,How to Play Piano - Your First Lesson!
1840,Playing Piano : Reading and Playing Classical Tunes Vol.I
1841,Blues School! A Course For Beginners in Blues Piano & Improv
1842,Learn Fun Dreamy Piano Techniques # 2 - Play Silver Bells
1843,31 Day Guitar Challenge
1844,Percussive Fingerstyle Guitar
1845,Learn to Play Saxophone: Beginner to Pro in Under Four Hours
1846,"Learn BASS GUITAR- Have Fun, Amaze Your Friends- It's Easy! "
1847,Guitar Insanity Workout - Eatmystrings!
1848,Playing Piano:  Play Chords and Popular Pieces Vol.I
1849,Guitar Chord Riot! Learn to Play Guitar Like a Guitar Jedi
1850,Guitar: Learn 12 Must Know Beginner Rock Guitar Riffs
1851,Guitar Fretboard Mastery for the Blues Guitarist
1852,Quick & Easy Piano Chords: Play more songs with more chords
1853,Instant Harmonica - play Scarborough Fair in 8 easy lectures
1854,Piano With Willie: Blues n' Boogie Vol. 2
1855,Have Fun with Beginner Blues Piano
1856,Learn to Play Harp: Beginners Course
1857,Instant Harmonica - play this classic 8 bar blues tune!
1858,Guitar Lessons - Learning The Neck - Fretboard Mastery
1859,Take your double bass drum technique to the next level
1860,How To Play The Cajon: For Beginners
1861,Slide Guitar- Slide Soloing Essentials
1862,Learn Piano #8:  Use Augmented Chord Sub & Whole Tone Scales
1863,Learn Acoustic Guitar for Worship
1864,Learn 3 - All Time A R Rahman Hits on Carnatic Flute!
1865,Guitar Lessons: The Essential Beginner & Intermediate Course
1866,Instant Harmonica - play the groovy Irish Washerwoman now!
1867,Music Fundamentals: Learn Beatmaking with Pen Tapping
1868,"Learn to Play Fernando Sor's 'Study in B minor"",https://www.udemy.com/study-in-b-minor/,true,115,1403,5,9,Intermediate Level,43 mins,2014-01-27T20:58:16Z
398746,Piano: The Chord Based System - Learn To Play As The Pros Do"""
1869,Beginner Guitar Lessons by Paul Gronow
1870,Guitar Fretboard Secrets
1871,Learn to Play French Horn: Beginner to Pro Made the Easy Way
1872,150 Rock Guitar Licks You MUST Know
1873,Didgeridoo - from zero to HERO! Part One - beginning
1874,Learn Piano Scales: Play any song in any key! Like Pro's do
1875,Instant Harmonica - play the groovy Valens La Bamba now!
1876,Blues Master - Beginner's Techniques Piano Course
1877,"How to play Djembe, Drums & Rhythm. Level 2"
1878,Instant Harmonica - play Amazing Grace with grace and ease!
1879,Instant Harmonica - play Amazing Grace + Ode to Joy now!
1880,Play Thousands of Songs On The Guitar | Cheater Chords
1881,Piano Improvisation from Day One
1882,Classical Guitar Essentials - The Basics Part 1
1883,Learn Piano #7- Learn Chromatic Chords & Chromatic Scale Run
1884,Play all major scales by ear - no notation required!
1885,How to play in a local Irish music session with confidence
1886,The Total Beginner's Guitar Course
1887,Virtual Piano Lessons - A New Way To Learn Piano
1888,16 Guitar Chords to Jam With - (Beginner - Intermediate)
